native_code,learner_code,url,article_id,title,published_date,grade,school_stage,genre_label,source_label,han_count,topic_tier,topic_score,status,reason,text_hash,query,nominal_length
NY2,Y2,https://www.zuowen.com/e/20091013/4b8bd3be13b05.shtml,,高中议论文范文： 从两份调查说开去,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,800
NY2,Y2,https://www.zuowen.com/e/20091017/4b8bd3e50c5a0.shtml,,洪战辉——我的榜样,2009-10-17,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,父母榜样,1200
NY2,Y2,https://www.zuowen.com/e/20091020/4b8bd4007f279.shtml,,高中作文技巧：议论文的成败,2009-10-20,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,
NY2,Y2,https://www.zuowen.com/e/20091020/4b8bd400d8926.shtml,,高中作文技巧：议论文如何做到有理有据,2009-10-20,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,
NY2,Y2,https://www.zuowen.com/e/20091106/4b8bd49f98ca2.shtml,,高中议论文范文：我理解的“雷池”,2009-11-06,,,,E度社区,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,800
NY2,Y2,https://www.zuowen.com/e/20091106/4b8bd49fb26e2.shtml,,高中议论文范文：游北京、天津有感,2009-11-06,,,,E度社区,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,3000
NY2,Y2,https://www.zuowen.com/e/20091120/4b8bd537a3556.shtml,,我心中的榜样,2009-11-20,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,父母榜样,750
NY2,Y2,https://www.zuowen.com/e/20091205/4b8bd5b4f3f5f.shtml,,以身作则,2009-12-05,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,以身作则,450
NY2,Y2,https://www.zuowen.com/e/20091217/4b8bd61932c7e.shtml,,生活的榜样,2009-12-17,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,父母榜样,900
NY2,Y2,https://www.zuowen.com/e/20091226/4b8bd665ced42.shtml,,榜样,2009-12-26,,,,本站原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,父母榜样,800
NY2,Y2,https://www.zuowen.com/e/20091226/4b8bd666329d6.shtml,,榜样,2009-12-26,,,,本站原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,父母榜样,
NY2,Y2,https://www.zuowen.com/e/20100802/4c569bd6826fd.shtml,,我的榜样,2010-08-02,,,,作文网,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,父母榜样,1000
NY2,Y2,https://www.zuowen.com/e/20100818/4c6b8d7f3fcdf.shtml,,她是我的榜样,2010-08-18,,,,作文网,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,父母榜样,300
NY2,Y2,https://www.zuowen.com/e/20101230/4d1c8830a81c6.shtml,,我心中的榜样,2010-12-30,,,,作文网,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,父母榜样,500
NY2,Y2,https://www.zuowen.com/e/20110504/4dc0eed7eb9c9.shtml,,你是我的榜样,2011-05-04,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,父母榜样,450
NY2,Y2,https://www.zuowen.com/e/20110811/4e43b529eb442.shtml,,榜样,2011-08-11,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,父母榜样,450
NY2,Y2,https://www.zuowen.com/e/20110919/4e76867ad4450.shtml,,榜样,2011-09-19,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,父母榜样,450
NY2,Y2,https://www.zuowen.com/e/20120320/4f683889bbd7a.shtml,,雷锋您是我们的好榜样,2012-03-20,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,父母榜样,800
NY2,Y2,https://www.zuowen.com/e/20120321/4f69a07282433.shtml,,中国榜样,2012-03-21,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,父母榜样,150
NY2,Y2,https://www.zuowen.com/e/20120612/4fd6a25c543b9.shtml,,我们班的榜样——汪士旺,2012-06-12,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,父母榜样,500
NY2,Y2,https://www.zuowen.com/e/20120702/4ff0f975d076f.shtml,,妈妈是榜样,2012-07-02,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,父母榜样,300
NY2,Y2,https://www.zuowen.com/e/20121101/50919051ed76f.shtml,,我身边的榜样,2012-11-01,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,父母榜样,900
NY2,Y2,https://www.zuowen.com/e/20121228/50dd857719257.shtml,,榜样的力量,2012-12-28,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,父母榜样,1000
NY2,Y2,https://www.zuowen.com/e/20090731/4b8bcd461e66d.shtml,,高中议论文范文 超越自我,2009-07-31,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,800
NY2,Y2,https://www.zuowen.com/e/20091012/4b8bd3b69d815.shtml,,高中议论文范文： 学海无涯苦作舟,2009-10-12,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,800
NY2,Y2,https://www.zuowen.com/e/20091012/4b8bd3b6aab1a.shtml,,高中议论文范文： 成功的背后是汗水,2009-10-12,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,800
NY2,Y2,https://www.zuowen.com/e/20091012/4b8bd3b6b4f3a.shtml,,高中议论文范文：有志者事竟成,2009-10-12,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,800
NY2,Y2,https://www.zuowen.com/e/20091012/4b8bd3b6bb8bc.shtml,,高中议论文范文： 我的金钱观,2009-10-12,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,1500
NY2,Y2,https://www.zuowen.com/e/20091012/4b8bd3b6dc845.shtml,,高中议论文范文： 人生因永不言弃而精彩,2009-10-12,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,1000
NY2,Y2,https://www.zuowen.com/e/20091012/4b8bd3b6e54f2.shtml,,高中议论文范文： 一个城市可以不死,2009-10-12,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,800
NY2,Y2,https://www.zuowen.com/e/20091012/4b8bd3b7008e1.shtml,,高中议论文范文： “精神的三间小屋”,2009-10-12,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,900
NY2,Y2,https://www.zuowen.com/e/20091012/4b8bd3b70958e.shtml,,高中议论文范文： 不要轻易说“不”,2009-10-12,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,1200
NY2,Y2,https://www.zuowen.com/e/20091012/4b8bd3b711682.shtml,,高中议论文范文： 过分珍惜是一种错,2009-10-12,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 理解父母 议论文,800
NY2,Y2,https://www.zuowen.com/e/20091012/4b8bd3b726afe.shtml,,高中议论文范文： 睹一蕊而晓春将至,2009-10-12,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,900
NY2,Y2,https://www.zuowen.com/e/20091012/4b8bd3b72d3f8.shtml,,高中议论文范文： 朝晖夕晒,2009-10-12,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,1000
NY2,Y2,https://www.zuowen.com/e/20091012/4b8bd3b736c5c.shtml,,高中议论文范文： “一毫米”的高大,2009-10-12,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,750
NY2,Y2,https://www.zuowen.com/e/20091012/4b8bd3b73ca25.shtml,,高中议论文范文： 论权力与能力,2009-10-12,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,800
NY2,Y2,https://www.zuowen.com/e/20091012/4b8bd3b7456d3.shtml,,高中议论文范文： 从困难中获得辉煌,2009-10-12,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 理解父母 议论文,800
NY2,Y2,https://www.zuowen.com/e/20091012/4b8bd3b74da44.shtml,,高中议论文范文： 毅力造就辉煌人生,2009-10-12,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,900
NY2,Y2,https://www.zuowen.com/e/20091012/4b8bd3b758a1d.shtml,,高中议论文范文： 点亮世界的渺小,2009-10-12,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,900
NY2,Y2,https://www.zuowen.com/e/20091012/4b8bd3b75b901.shtml,,高中议论文范文： 人生的三重境界,2009-10-12,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,1500
NY2,Y2,https://www.zuowen.com/e/20091012/4b8bd3b76144f.shtml,,高中议论文范文： 嫩竹犹含粉，初荷未聚尘,2009-10-12,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,900
NY2,Y2,https://www.zuowen.com/e/20091012/4b8bd3b773026.shtml,,高中议论文范文： 沉默中的等待,2009-10-12,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,1500
NY2,Y2,https://www.zuowen.com/e/20091012/4b8bd3b77767d.shtml,,高中议论文范文： 民族精神,2009-10-12,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,900
NY2,Y2,https://www.zuowen.com/e/20091012/4b8bd3b77c611.shtml,,高中议论文范文： 呼唤诗歌,2009-10-12,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,900
NY2,Y2,https://www.zuowen.com/e/20091012/4b8bd3b781820.shtml,,高中议论文范文： 宝剑峰从磨砺出,2009-10-12,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 理解父母 议论文,900
NY2,Y2,https://www.zuowen.com/e/20091012/4b8bd3b788fb3.shtml,,高中议论文范文： 幸福与你同在,2009-10-12,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,900
NY2,Y2,https://www.zuowen.com/e/20091012/4b8bd3b796060.shtml,,高中议论文范文： 生命的价值，灵魂的重量,2009-10-12,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,800
NY2,Y2,https://www.zuowen.com/e/20091012/4b8bd3b79e157.shtml,,高中议论文范文： 交往之花，在生命中绽放,2009-10-12,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,1000
NY2,Y2,https://www.zuowen.com/e/20091012/4b8bd3b7a58e2.shtml,,高中议论文范文： 取舍,2009-10-12,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,750
NY2,Y2,https://www.zuowen.com/e/20091012/4b8bd3b7ad78b.shtml,,高中议论文范文： 人生的航向,2009-10-12,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,800
NY2,Y2,https://www.zuowen.com/e/20091012/4b8bd3b7b3551.shtml,,高中议论文范文： 智慧的轻舟,2009-10-12,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,1500
NY2,Y2,https://www.zuowen.com/e/20091012/4b8bd3b7c685a.shtml,,高中议论文范文： 谈竞争,2009-10-12,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,900
NY2,Y2,https://www.zuowen.com/e/20091012/4b8bd3b7caeac.shtml,,高中议论文范文： 别把眼“见”全当“实”,2009-10-12,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,900
NY2,Y2,https://www.zuowen.com/e/20091012/4b8bd3b7d0c74.shtml,,高中议论文范文： 忘记与铭记,2009-10-12,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,900
NY2,Y2,https://www.zuowen.com/e/20091012/4b8bd3b7dfadc.shtml,,高中议论文范文： 战鸽，战歌,2009-10-12,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,1200
NY2,Y2,https://www.zuowen.com/e/20091012/4b8bd3b7e0695.shtml,,高中议论文范文： 得失并存,2009-10-12,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,800
NY2,Y2,https://www.zuowen.com/e/20091012/4b8bd3b7e29c1.shtml,,高中议论文范文： 勇敢面对一切,2009-10-12,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,500
NY2,Y2,https://www.zuowen.com/e/20091012/4b8bd3b7e9cbd.shtml,,高中议论文范文： 幸福的味道,2009-10-12,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,650
NY2,Y2,https://www.zuowen.com/e/20091012/4b8bd3b80f4c6.shtml,,高中议论文范文： 习惯,2009-10-12,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,1000
NY2,Y2,https://www.zuowen.com/e/20091012/4b8bd3b82337d.shtml,,高中议论文范文： “尺长”岂能笑“寸短”,2009-10-12,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,900
NY2,Y2,https://www.zuowen.com/e/20091012/4b8bd3b829147.shtml,,高中议论文范文： “为富”未必“不仁”,2009-10-12,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,800
NY2,Y2,https://www.zuowen.com/e/20091012/4b8bd3b82ecda.shtml,,高中议论文范文： 位置与价值,2009-10-12,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,700
NY2,Y2,https://www.zuowen.com/e/20091013/4b8bd3bd379eb.shtml,,高中议论文范文： 雕刻心中的天使,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,800
NY2,Y2,https://www.zuowen.com/e/20091013/4b8bd3bd54ed1.shtml,,高中议论文范文： 谎话未必不可说,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,800
NY2,Y2,https://www.zuowen.com/e/20091013/4b8bd3bd717f5.shtml,,高中议论文范文： 论时尚,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,1200
NY2,Y2,https://www.zuowen.com/e/20091013/4b8bd3bd73b1e.shtml,,高中议论文范文： 一步与一生,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,900
NY2,Y2,https://www.zuowen.com/e/20091013/4b8bd3bd7816f.shtml,,高中议论文范文： 对着诱惑笑,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,900
NY2,Y2,https://www.zuowen.com/e/20091013/4b8bd3bd7d1b3.shtml,,高中议论文范文： 找到人生的支点,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,1000
NY2,Y2,https://www.zuowen.com/e/20091013/4b8bd3bd7f4e4.shtml,,高中议论文范文： 小议劳动与节俭,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,1200
NY2,Y2,https://www.zuowen.com/e/20091013/4b8bd3bd8258c.shtml,,高中议论文范文： 谈面子,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,700
NY2,Y2,https://www.zuowen.com/e/20091013/4b8bd3bd8eb0e.shtml,,高中议论文范文： 不要为失去悲伤,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,500
NY2,Y2,https://www.zuowen.com/e/20091013/4b8bd3bd9be11.shtml,,高中议论文范文： 负重的意义,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,800
NY2,Y2,https://www.zuowen.com/e/20091013/4b8bd3bdd2f13.shtml,,高中议论文范文： 争出胜利,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,800
NY2,Y2,https://www.zuowen.com/e/20091013/4b8bd3bddc5b3.shtml,,高中议论文范文： 物有所值，学有所成,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,600
NY2,Y2,https://www.zuowen.com/e/20091013/4b8bd3bde5426.shtml,,高中议论文范文： 牢记与忘却,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,1500
NY2,Y2,https://www.zuowen.com/e/20091013/4b8bd3bded354.shtml,,高中议论文范文： 超越自我,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,800
NY2,Y2,https://www.zuowen.com/e/20091013/4b8bd3bdf2729.shtml,,高中议论文范文： 廉洁,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,900
NY2,Y2,https://www.zuowen.com/e/20091013/4b8bd3be01f87.shtml,,高中议论文范文： 弱者？强者？,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,900
NY2,Y2,https://www.zuowen.com/e/20091013/4b8bd3be065e4.shtml,,高中议论文范文： 尚俭戒奢谈,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,900
NY2,Y2,https://www.zuowen.com/e/20091013/4b8bd3be0ba10.shtml,,高中议论文范文： 为草木辩护,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,900
NY2,Y2,https://www.zuowen.com/e/20091013/4b8bd3be175a2.shtml,,高中议论文范文： 一念之间,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,800
NY2,Y2,https://www.zuowen.com/e/20091013/4b8bd3be24c8e.shtml,,高中议论文范文： 对手，亦是朋友,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,900
NY2,Y2,https://www.zuowen.com/e/20091013/4b8bd3be292e5.shtml,,高中议论文范文： 曲折也是一种美丽,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,1000
NY2,Y2,https://www.zuowen.com/e/20091013/4b8bd3be3237a.shtml,,高中议论文范文： 信念是人生的太阳,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,800
NY2,Y2,https://www.zuowen.com/e/20091013/4b8bd3be3525e.shtml,,高中议论文范文： 多多未必益善,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,800
NY2,Y2,https://www.zuowen.com/e/20091013/4b8bd3be3b410.shtml,,高中议论文范文： 议比上不足比下有余,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,900
NY2,Y2,https://www.zuowen.com/e/20091013/4b8bd3be411d8.shtml,,高中议论文范文： 说平凡,2009-10-13,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,650
NY2,Y2,https://www.zuowen.com/e/20091017/4b8bd3e039558.shtml,,高中议论文范文：苦于甜 成与败！,2009-10-17,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,1500
NY2,Y2,https://www.zuowen.com/e/20091020/4b8bd400430c8.shtml,,高中作文技巧：考场议论文好把握,2009-10-20,,,,网络资源,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,
NY2,Y2,https://www.zuowen.com/e/20091106/4b8bd49f8c16e.shtml,,高中议论文范文：我读忧愁,2009-11-06,,,,E度社区,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,1200
NY2,Y2,https://www.zuowen.com/e/20091106/4b8bd49f9fa0d.shtml,,高中议论文范文：诗意or失意的人生？,2009-11-06,,,,E度社区,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,1000
NY2,Y2,https://www.zuowen.com/e/20091106/4b8bd49fa30c2.shtml,,高中议论文范文：回归·破碎,2009-11-06,,,,E度社区,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,1200
NY2,Y2,https://www.zuowen.com/e/20091106/4b8bd49fa6776.shtml,,高中议论文范文：我为何而生,2009-11-06,,,,E度社区,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,1200
NY2,Y2,https://www.zuowen.com/e/20091106/4b8bd49fa9e26.shtml,,高中议论文范文：我心里的那个女孩,2009-11-06,,,,E度社区,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,1000
NY2,Y2,https://www.zuowen.com/e/20091106/4b8bd49fc0dee.shtml,,高中议论文范文：活着的意义,2009-11-06,,,,E度社区,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,800
NY2,Y2,https://www.zuowen.com/e/20091106/4b8bd49fc2949.shtml,,高中议论文范文：苏轼—婉约词永远的绝唱,2009-11-06,,,,秋思儿,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,1500
NY2,Y2,https://www.zuowen.com/e/20120921/505c3498ba1c1.shtml,,高中议论文写作指导,2012-09-21,,,,作文网整理,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 父母与子女 议论文,
NY2,Y2,https://www.zuowen.com/e/20130405/515ec8ad09b26.shtml,,雷锋——我的榜样,2013-04-05,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,父母榜样,250
NY2,Y2,https://www.zuowen.com/e/20130820/5212f82958c18.shtml,,郭敬明，我因你为榜样,2013-08-20,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,父母榜样,550
NY2,Y2,https://www.zuowen.com/e/20131121/528dcc3e6fc7a.shtml,,盖茨——我的榜样,2013-11-21,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,父母榜样,900
NY2,Y2,https://www.zuowen.com/e/20130303/51333b760c717.shtml,,雷锋，我的榜样,2013-03-03,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,父母榜样,550
NY2,Y2,https://www.zuowen.com/e/20130318/514601c4a35a5.shtml,,榜样妈妈,2013-03-18,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,父母榜样,500
NY2,Y2,https://www.zuowen.com/e/20130321/514b14925a661.shtml,,我的榜样——雷锋,2013-03-21,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,父母榜样,1200
NY2,Y2,https://www.zuowen.com/e/20130404/515d8377defb5.shtml,,我的好榜样,2013-04-04,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,父母榜样,350
NY2,Y2,https://www.zuowen.com/e/20130617/51bf20436af16.shtml,,我心目中的榜样,2013-06-17,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,父母榜样,650
NY2,Y2,https://www.zuowen.com/e/20131121/528d9b5c27453.shtml,,他是我的榜样，是我的动力,2013-11-21,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,父母榜样,600
NY2,Y2,https://www.zuowen.com/e/20140411/5347ebdbdb813.shtml,,我的家风,2014-04-11,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 家风,800
NY2,Y2,https://www.zuowen.com/e/20140430/5360c0b17d137.shtml,,我家的家风,2014-04-30,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 家风,800
NY2,Y2,https://www.zuowen.com/e/20140514/537365b50c0ae.shtml,,家风、家规、家训,2014-05-14,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 家风,750
NY2,Y2,https://www.zuowen.com/e/20140328/53356ed01ec64.shtml,,家风,2014-03-28,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 家风,1200
NY2,Y2,https://www.zuowen.com/e/20140330/5337fc2bdf4b6.shtml,,家风家规,2014-03-30,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 家风,550
NY2,Y2,https://www.zuowen.com/e/20140406/53414c16f23ba.shtml,,家风 我的家,2014-04-06,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 家风,550
NY2,Y2,https://www.zuowen.com/e/20140406/53414c2f40a4d.shtml,,家风 我的家,2014-04-06,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 家风,550
NY2,Y2,https://www.zuowen.com/e/20140429/535fb1959a4f9.shtml,,我家的优良家风,2014-04-29,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 家风,800
NY2,Y2,https://www.zuowen.com/e/20140513/5371e32fd6e4f.shtml,,家风、家训、家教,2014-05-13,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 家风,650
NY2,Y2,https://www.zuowen.com/e/20141017/5440d2a08b2b4.shtml,,我的家风故事,2014-10-17,,,,作文网原创,0,,0.0,拒绝,搜索标题与摘要主题不匹配，未请求正文,,高中 家风,1200
