母语代码,对应学习者代码,对应学习者篇名,作文文件名,网页文章ID,作文题目,体裁,网站体裁,学段,年级,发布日期,来源类型,来源URL,主题匹配层级,主题匹配得分,正文汉字数,目标汉字数,目标篇幅相对偏差,目标篇幅标准差偏差,篇幅范围扩展样本,学段扩展样本,年代扩展样本,正文SHA256,审核状态
NJ2,J2,我的一个假期,NJ2_027,986946,难忘记,记叙文,叙事作文,高中,高二,2009-09-13,网络资源,https://www.zuowen.com/e/20090913/4b8bcfc03354e.shtml,宽泛,40,614,399,0.5388471177944862,2.6116795366493997,False,False,False,91c0f6f78f5bf1f7d89d2752b85dddb920559bbf6653c336359f3a72dc099df5,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_028,1097024,暑假的故事,记叙文,叙事作文,高中,高三,2009-10-14,网络资源,https://www.zuowen.com/e/20091014/4b8bd3cc8f556.shtml,近似,79,636,319,0.9937304075235109,3.8507088982226034,False,False,False,f44424f9131a15c8a70f1d002936a3fd4180835c692c0ac166b2ebd124f6c353,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_029,2119071,回家变得好奢侈,记叙文,叙事作文,高中,高三,2011-11-14,作文网原创,https://www.zuowen.com/e/20111114/4ec0715c271e6.shtml,宽泛,36,640,410,0.5609756097560976,2.793889736880753,False,False,False,dfcb967d8a29f7c1a15c1af2acb6172fd9381319c1c6af45842de1948bed8a77,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_030,2479924,回忆过去，把握现在，展望未来,记叙文,叙事作文,高中,高一,2013-07-01,作文网原创,https://www.zuowen.com/e/20130701/51d118e46429f.shtml,宽泛,37,653,415,0.5734939759036145,2.891068510337475,False,False,True,736c7510d994f0aecae72d1779615db7808cc62b0d100845d5887975645c62a8,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_031,1320312,人教版高中第五册二单元作文：“十”的五天经历,记叙文,,高中,未标注,2009-12-16,网络资源,https://www.zuowen.com/e/20091216/4b8bd612ed24d.shtml,宽泛,32,664,436,0.5229357798165137,2.769595043516573,False,False,False,1441a0de616ca12938d5e9da939a2b6c9e5afd500cc478b57848484ea396d8ad,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_032,3098587,经历是一种收获,记叙文,叙事作文,高中,高一,2020-09-08,网络资源,https://www.zuowen.com/e/20200908/5f57457309bdd.shtml,宽泛,37,667,443,0.5056433408577878,2.7210056567882117,False,False,True,ae85b3ad8ecd35003734cb1d9275d795bfbc8d908528fea801f9d82c70ee5234,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_033,987621,经历,记叙文,叙事作文,高中,高二,2009-09-13,网络资源,https://www.zuowen.com/e/20090913/4b8bcfc1da791.shtml,宽泛,34,669,423,0.5815602836879432,2.988247283794197,False,False,False,b0390449212c90719086b0e9da9f6ecb3d007cc5bd3d9d958ce1c0a550e0888a,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_034,2741156,生活·挫折,记叙文,叙事作文,高中,高一,2014-12-28,作文网原创,https://www.zuowen.com/e/20141228/549fe69fce90e.shtml,宽泛,39,678,426,0.5915492957746479,3.061131363886738,False,False,True,f5e09abd693e476186d72a7d83dec36f52e4555a496b1980a42c15c1d0a11430,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_035,1320302,人教版高中第五册二单元作文：我的一次经历,记叙文,,高中,未标注,2009-12-16,网络资源,https://www.zuowen.com/e/20091216/4b8bd612e6659.shtml,宽泛,27,684,461,0.4837310195227766,2.7088583101061214,False,False,False,948df9afef5f1d56d2769bfa3768345a760c986ba7baed67dc07a1ee6b22efc8,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_036,2574551,让我难忘的一件事,记叙文,叙事作文,高中,高一,2013-12-11,作文网原创,https://www.zuowen.com/e/20131211/52a804ddb5678.shtml,宽泛,32,689,432,0.5949074074074074,3.1218680972971895,False,False,True,9189f840aa367c87af01d1179f5d76d87e99469a6688934819f37687e36e1cab,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_037,1990422,这个暑假真高兴,记叙文,叙事作文,高中,高三,2011-07-28,作文网原创,https://www.zuowen.com/e/20110728/4e3118899a264.shtml,近似,98,710,345,1.0579710144927537,4.4337815389629345,False,False,False,80fbfb380647405ebaa747b2ea90e378bbc74ea3bcf5d27c78e88cc1bce3f6b7,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_038,1230493,人教版高中第一册三单元作文：我的假期生活（4）,记叙文,,高中,未标注,2009-11-19,网络资源,https://www.zuowen.com/e/20091119/4b8bd529c5738.shtml,精确,123,717,349,1.0544412607449856,4.470223579009205,False,False,False,dd97e718bd7e0549928b8e45cff5effa38feeb118f3b3c6f8f8b11526dac5520,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_039,1028126,旅游记,记叙文,叙事作文,高中,高一,2009-09-22,网络资源,https://www.zuowen.com/e/20090922/4b8bd314955af.shtml,扩展,57,729,391,0.8644501278772379,4.105803178546498,False,False,False,833497910b170148502b9d7f1d3b5b18da44465d51924378e48a57b6da448aea,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_040,1657914,人教版高中第六册三单元作文：一件难忘的事（2）,记叙文,,高中,未标注,2010-06-10,作文网,https://www.zuowen.com/e/20100610/4c10afa141bb8.shtml,宽泛,39,734,478,0.5355648535564853,3.1097207506150992,False,False,False,c2ab738b65d20a09c757affd9d5c6256b39ff05edc020e6b1243c6f65c226152,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_041,3059459,难忘的一次过桥经历,记叙文,叙事作文,高中,高一,2020-02-25,网络资源,https://www.zuowen.com/e/20200225/5e55057a27cf5.shtml,宽泛,43,736,472,0.559322033898305,3.206899524071821,False,False,True,728521bac1be121ddf5c15ff672d80f119b618e0d6a9baa043dba7001778d61f,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_042,3083586,人教版高中第五册二单元作文：这件事令我难忘,记叙文,,高中,未标注,2020-05-23,网络资源,https://www.zuowen.com/e/20200523/5ec88cab74fca.shtml,宽泛,41,738,495,0.4909090909090909,2.951805243747926,False,False,True,3aba0c51342227eef7a67ba38ca716850e88835ebe66fc257a27e54366796827,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_043,983533,故事,记叙文,叙事作文,高中,高二,2009-09-12,网络资源,https://www.zuowen.com/e/20090912/4b8bcfb5a4faf.shtml,宽泛,31,747,455,0.6417582417582418,3.5470252311703474,False,False,False,4e5e44d9f39b197564028822b63877be536a7c472509072011e80c0161154e4f,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_044,3082582,人教版高中第三册一单元作文：不经历风雨怎么见彩虹,记叙文,,高中,未标注,2020-05-21,本站原创,https://www.zuowen.com/e/20200521/5ec608b9b3380.shtml,宽泛,37,752,553,0.35985533453887886,2.417321989735956,True,False,True,7b7349084b8c721f361620eac91fa8a85ba19b7b2fba5e08000acc2a2c0bcd81,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_045,3082207,人教版高中第一册三单元作文：你是难忘的友情,记叙文,,高中,未标注,2020-05-20,本站原创,https://www.zuowen.com/e/20200520/5ec4fed7514cb.shtml,宽泛,37,764,574,0.3310104529616725,2.307995869597144,True,False,True,0c402c0c89625075ce81010d040c8cbc2c6846fb7e862d61d533fc269df58c3c,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_001,857359,学会尊重,议论文,议论文,高中,高二,2009-08-22,网络资源,https://www.zuowen.com/e/20090822/4b8bce4bdfab7.shtml,宽泛,43,367,226,0.6238938053097345,2.1453715584130806,False,False,False,3d7d275783bcc220a903f001ea62f79de12a3aaaddaa391ac4149e672ec7b884,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_002,1032239,成功的公式,议论文,议论文,高中,高三,2009-09-22,网络资源,https://www.zuowen.com/e/20090922/4b8bd31faf9a4.shtml,宽泛,32,416,256,0.625,2.434464179759524,False,False,False,e752ed9607fdc910c79fd93c4c9adb0dadecfdebc1351766d90b25786c48c732,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_003,1333406,背着责任上路,议论文,议论文,高中,高一,2009-12-20,本站原创,https://www.zuowen.com/e/20091220/4b8bd6340012e.shtml,宽泛,41,431,262,0.6450381679389313,2.571402789870997,False,False,False,d397b225566ef75ec6e261d19fef1290963c410af1db86969c1407ec5be7b9a8,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_004,1010484,到底是谁的责任,议论文,议论文,高中,高一,2009-09-18,网络资源,https://www.zuowen.com/e/20090918/4b8bd00205f1b.shtml,宽泛,34,433,269,0.6096654275092936,2.495325784253512,False,False,False,a1f739deac6cd43776aa5a57d3b574562e66ba1f54b0854307367053f18a4e10,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_005,761848,良知·净土,议论文,议论文,高中,高一,2009-07-30,网络资源,https://www.zuowen.com/e/20090730/4b8bcd3866e4e.shtml,宽泛,32,456,276,0.6521739130434783,2.7387722022294643,False,False,False,45e6fb1dfc2f3f4b3e745714d7192a13a6a2eb8c9b2a46ac546db46fef79aa08,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_006,2391967,关注中小学生恋爱,议论文,议论文,高中,高三,2013-01-31,作文网原创,https://www.zuowen.com/e/20130131/510a61a7b15c6.shtml,宽泛,39,457,299,0.5284280936454849,2.4040333775125298,False,False,True,e2acf86d0c0fc78996c7136777fe8f5a82940abd86259c12635f988b38246922,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_007,3036203,高二议论文作文：宽容之心，成就美丽人生,议论文,议论文,高中,高二,2019-09-10,网络资源,https://www.zuowen.com/e/20190910/5d77911c188a0.shtml,宽泛,38,472,312,0.5128205128205128,2.434464179759524,False,False,True,333cffac8c503589f77bc7ad4742b9ffa1fd5c3e0d9fb787cd41dd23fd62a546,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_008,2965988,尊重权威，保持自我,议论文,议论文,高中,高三,2018-03-01,作文网高中作文文库（作文网原创）,https://www.zuowen.com/e/20180301/5a97594e5c85d.shtml,宽泛,32,475,311,0.5273311897106109,2.495325784253512,False,False,True,58f24b5754dd45a0c74dcad2f2e26ed8e8d1b9e380e368341ff6e1aee6229f5b,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_009,987458,从弗兰克的责任谈起,议论文,议论文,高中,高二,2009-09-13,网络资源,https://www.zuowen.com/e/20090913/4b8bcfc17465f.shtml,宽泛,37,529,317,0.668769716088328,3.2256650381813694,False,False,False,6ed84f8bab8af3345467610b0cda13168f805ffebcb0642a9aa10fdc92eace4d,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_010,1733298,素质、侵略,议论文,议论文,高中,高一,2010-08-23,作文网,https://www.zuowen.com/e/20100823/4c722f4927a9d.shtml,宽泛,36,530,321,0.6510903426791277,3.180018834810878,False,False,False,8e35dcf1e04de33732c042c43fa1161f6ed9f1d2f921b93507d1fec4336a79ac,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_011,992856,责任与心,议论文,议论文,高中,高二,2009-09-14,网络资源,https://www.zuowen.com/e/20090914/4b8bcfd0bf1bb.shtml,宽泛,38,535,325,0.6461538461538462,3.1952342359343753,False,False,False,461975322c5cd52255b944ff2508dc81d6a062f9c0802a2ac6a47c017489e8e0,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_012,2968988,古今之责任,议论文,议论文,高中,高一,2018-04-03,本站原创,https://www.zuowen.com/e/20180403/5ac31ec338fee.shtml,宽泛,38,548,329,0.6656534954407295,3.3321728460458484,False,False,True,d9b36f9c513b37333b2ba2306e7952cf4ad1bb4122eeb90f4c5d5eab808bedd7,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_013,2330861,校园禁烟倡议书,议论文,议论文,高中,高二,2012-10-14,转载,https://www.zuowen.com/e/20121014/5079a06cb21cb.shtml,精确,134,568,236,1.4067796610169492,5.0515131730010125,False,False,False,d3003c170c3fb5bbcddf663a53e622723aa54a9c108b61ba6ddcbdc57eabec2b,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_014,3118393,高二议论文：说诚信,议论文,议论文,高中,高二,2021-03-06,网络资源,https://www.zuowen.com/e/20210306/60438a883ff02.shtml,宽泛,35,583,335,0.7402985074626866,3.773419478627262,False,False,True,c7bb970afccda31e19d5bd036420e5689cb3c47e6a972a0d803099632c8233f6,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_015,860068,社会拒绝“假文盲”,议论文,议论文,高中,高二,2009-08-23,网络资源,https://www.zuowen.com/e/20090823/4b8bce54343ff.shtml,扩展,53,587,304,0.930921052631579,4.305958517949658,False,False,False,4d9069a86f067bb71ed6b0f94a2704ea41d9ac0b1365634a16d504823ade81d9,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_016,3036194,高二议论文作文：乡愿，非德之贼也,议论文,议论文,高中,高二,2019-09-10,网络资源,https://www.zuowen.com/e/20190910/5d778f10eceef.shtml,宽泛,37,606,340,0.7823529411764706,4.047296698850208,False,False,True,3bada2c11e6044daec11bf0ad31a1e9f0680bd36362c47bbf19e9e6995a093a0,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_017,3118357,高一议论文：青少年吸烟的危害,议论文,议论文,高中,高一,2021-03-06,网络资源,https://www.zuowen.com/e/20210306/6043851c5c337.shtml,精确,151,607,291,1.0859106529209621,4.8080667550250595,False,False,True,d4632c5d685d69ea4b86b59b5d8e8231e13f2734322e749627e42da739eaff00,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_018,3095219,高三议论文：保护环境,议论文,议论文,高中,高三,2020-08-06,网络资源,https://www.zuowen.com/e/20200806/5f2c1b31aa8f2.shtml,宽泛,40,623,351,0.7749287749287749,4.1385891055911905,False,False,True,ad68e05f1536a84294e52ac70f0d1bda7a23a0bb4de2d3d1efedc0bbf5a71920,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_019,2786751,手机的危害,议论文,议论文,高中,高一,2015-09-06,作文网原创,https://www.zuowen.com/e/20150906/55eb13640d833.shtml,宽泛,36,637,344,0.8517441860465116,4.458112529184628,False,False,True,e7456e76192defdd246f0508784d39d32b8dcd9a2b603cd81036e24efee2316b,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_020,1002862,交通规则,议论文,议论文,高中,高二,2009-09-16,网络资源,https://www.zuowen.com/e/20090916/4b8bcfec6f4a5.shtml,宽泛,39,639,331,0.9305135951661632,4.686343546037084,False,False,False,ea81ee4a0779d513de363f40e898de8cc2a3de8a9014cb24605a9525721dc73d,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_021,2954801,不以规矩，不成方圆,议论文,议论文,高中,高一,2017-10-10,作文网高中作文文库（作文网原创）,https://www.zuowen.com/e/20171010/59dcaafde15ee.shtml,宽泛,39,666,372,0.7903225806451613,4.473327930308125,False,False,True,9367d5d9c3a04214a9866585464764036c68d825a8bb1458d570b2e93ae33e1b,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_022,3348615,高一议论文：宽容 11,议论文,议论文,高中,高一,2025-05-15,网络转载,https://www.zuowen.com/e/20250515/6825856dd7d15.shtml,宽泛,36,667,417,0.5995203836930456,3.803850280874256,False,False,True,a7637cb0fbd7eb220afa61eb5780923ca0f24871b056f701a242ce93e52d307b,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_023,1003843,少年谈责任,议论文,议论文,高中,高三,2009-09-17,网络资源,https://www.zuowen.com/e/20090917/4b8bcfef3d337.shtml,宽泛,39,668,347,0.9250720461095101,4.884143760642544,False,False,False,cb5ba205c55fa67557b26e6b0109687c40916029dbd3921e4c242b90385687e3,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_024,2966367,论社会责任感,议论文,议论文,高中,高二,2018-03-05,作文网高中作文文库（作文网原创）,https://www.zuowen.com/e/20180305/5a9d0fea9ea6c.shtml,宽泛,42,669,381,0.7559055118110236,4.382035523567143,False,False,True,80b21a0acff0fd8444229354d0d01924c4a87744c58e117cbeb1e82fbe4e508a,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_025,3204654,高三议论文：责任心的光芒,议论文,议论文,高中,高三,2023-02-14,网络资源,https://www.zuowen.com/e/20230214/63eb8b3f08bf1.shtml,宽泛,37,675,405,0.6666666666666666,4.108158303344196,False,False,True,4dc3da7943c787d9d35995b5823f5900c879f13ba81357dfaca8fb5e769cfe3d,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_026,2765790,责任心的光芒,议论文,议论文,高中,高二,2015-04-27,作文网原创,https://www.zuowen.com/e/20150427/553e05d739061.shtml,宽泛,37,677,362,0.8701657458563536,4.792851353901563,False,False,True,86a9db692ae838607166416360e377850211b883e55dc5f7017803d75f2c6dba,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_027,984859,谁该对那场战争负责任,议论文,议论文,高中,高二,2009-09-12,网络资源,https://www.zuowen.com/e/20090912/4b8bcfb994b44.shtml,宽泛,36,681,355,0.9183098591549296,4.96022076626003,False,False,False,fa4f69e293e0526b4ab89a0ff379ad97a946660d14b86b0fb25572259f7e8f15,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_028,2543077,选择高尚的美,议论文,议论文,高中,高二,2013-10-22,作文网原创,https://www.zuowen.com/e/20131022/526680beafede.shtml,宽泛,32,686,358,0.9162011173184358,4.990651568507024,False,False,True,59fdeb2c30e96a35512a5779cc148bc5531d9711b3d236b1c124f4b1e7e14727,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_029,390455,心灵的选择,议论文,议论文,高中,高二,2008-03-06,网络,https://www.zuowen.com/e/20080306/4b8bc952e82a1.shtml,宽泛,31,695,360,0.9305555555555556,5.097159376371503,False,False,False,2d82a9f0c190e9b1a5180364841d7c5859cac867e99471d04b70f5cfdee60d26,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_030,1028354,盼望,议论文,议论文,高中,高三,2009-09-22,网络资源,https://www.zuowen.com/e/20090922/4b8bd3153d42f.shtml,宽泛,38,700,365,0.9178082191780822,5.097159376371503,False,False,False,4b5b2f44ddf873f0307ddf5b75ad46dd8186c908a45a447a48447f763b6d2a95,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_031,1000999,学会聆听,议论文,议论文,高中,高三,2009-09-16,网络资源,https://www.zuowen.com/e/20090916/4b8bcfe79c99f.shtml,宽泛,33,701,368,0.904891304347826,5.066728574124509,False,False,False,7471e1fe58eab37a1c3f09616f2b88754b232e92e77a8830f3579154ff55b441,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_032,1013600,抵制不良诱惑,议论文,议论文,高中,高三,2009-09-19,网络资源,https://www.zuowen.com/e/20090919/4b8bd00aee4eb.shtml,宽泛,34,702,369,0.9024390243902439,5.066728574124509,False,False,False,5e3770f3a6d9825653bc0b83bd0323d2d2aab68f18f4111ca93866b25bbb2e52,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_033,873908,"拒绝盗版,从我做起",议论文,议论文,高中,高二,2009-08-25,网络资源,https://www.zuowen.com/e/20090825/4b8bce7bc37bb.shtml,宽泛,43,709,375,0.8906666666666667,5.081943975248006,False,False,False,294506d6aae1a9ec1f7f522b330aafae6d9fe09a33481a590dd0b4f902e708b1,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_034,2660913,不能失去的根,议论文,议论文,高中,高二,2014-04-19,作文网原创,https://www.zuowen.com/e/20140419/5352858704553.shtml,宽泛,35,711,474,0.5,3.6060500662687947,False,False,True,eed80f17673fa7bb5f56a390009674f9d562d4c5666a71096b301102128fe7e7,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_035,905141,珍惜拥有,议论文,议论文,高中,高二,2009-08-30,网络资源,https://www.zuowen.com/e/20090830/4b8bced5f3f21.shtml,宽泛,29,720,449,0.6035634743875279,4.123373704467694,False,False,False,2a5e07ed389522db182e971178c34921eaebf65afa81c141c221ccbe26b55f53,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_036,2886397,承担责任,议论文,议论文,高中,高一,2016-02-04,作文网原创,https://www.zuowen.com/e/20160204/56b2f317bf230.shtml,宽泛,36,720,397,0.8136020151133502,4.9145745628895385,False,False,True,88828876d0a23d9bdab69201476fc7f1a2cecef63e9f7accb16e80267ac48752,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_037,3203542,高一议论文：做那掌舵人,议论文,议论文,高中,高一,2023-02-11,网络资源,https://www.zuowen.com/e/20230211/63e77f2f9010e.shtml,宽泛,34,720,439,0.6400911161731208,4.275527715702664,False,False,True,26d64451c586b3d01a1e540cc3027408b3a9dd3e1e22721739f283ff5d41d532,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_038,1741275,诚信与善良,议论文,议论文,高中,高二,2010-09-02,作文网,https://www.zuowen.com/e/20100902/4c7f0387452ea.shtml,宽泛,30,726,462,0.5714285714285714,4.016865896603214,False,False,False,e3dea37cd255419a55f20a490e27513fbfc1cf8a21304680e58452412429d056,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_039,1848133,责任感,议论文,议论文,高中,高三,2011-04-11,作文网原创,https://www.zuowen.com/e/20110411/4da311920b175.shtml,宽泛,40,726,388,0.8711340206185567,5.142805579741994,False,False,False,4be982512310e9473a91a63a784edf51915e854e91ccb37160c4b91b67b5c3c0,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_040,3034575,高一议论文作文：责任心,议论文,议论文,高中,高一,2019-09-04,网络资源,https://www.zuowen.com/e/20190904/5d6f8166859a0.shtml,宽泛,36,740,432,0.7129629629629629,4.686343546037084,False,False,True,997ab07bb5d718152fd6dcc85fbb0b79d700149d322e0c064fb20095da771a0b,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_041,2269363,举手之劳映出社会现实,议论文,议论文,高中,高一,2012-06-26,作文网原创,https://www.zuowen.com/e/20120626/4fe9781baeba9.shtml,宽泛,40,743,393,0.8905852417302799,5.325390393223959,False,False,False,24bd3a5e6085c164b2147d2147c58a4c9207dc24fa9101d7674d8c4150693ade,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_042,873888,做仁义之人,议论文,议论文,高中,高二,2009-08-25,网络资源,https://www.zuowen.com/e/20090825/4b8bce7bb4d44.shtml,宽泛,33,754,491,0.5356415478615071,4.001650495479717,True,False,False,4b93d7342daa358a7142f7cd0bb1420b70d8e8a7ae352765b872edc13e44a21b,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_043,2603511,心怀责任，铸造不朽人生,议论文,议论文,高中,高三,2014-01-20,作文网原创,https://www.zuowen.com/e/20140120/52dce646d0f21.shtml,宽泛,37,765,423,0.8085106382978723,5.203667184235982,True,False,True,fdaacf70089c5ed546002be55daf136cae63a05fd97fb38538f3c7d663639d65,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_044,2309252,责任重于泰山,议论文,议论文,高中,高三,2012-08-24,作文网原创,https://www.zuowen.com/e/20120824/5037511360bdd.shtml,宽泛,39,766,410,0.8682926829268293,5.41668279996494,True,False,False,694d1eb975e196513cfb8f4ecf177dd0ba143b960f879f0d67032891180236c8,自动筛选通过，待全文人工复核
NY1,Y1,吸烟对个人健康和公众利益的影响,NY1_045,2748948,在合作中求双赢,议论文,议论文,高中,高三,2015-03-04,作文网原创,https://www.zuowen.com/e/20150304/54f67c8e1c460.shtml,宽泛,38,766,429,0.7855477855477856,5.127590178618497,True,False,True,0059335708b654d7edf0a09c65487d8d6b04dc3426a6ddf3e971c58f343d4040,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_001,2494435,我要属于我的自由,议论文,议论文,高中,高二,2013-07-24,作文网原创,https://www.zuowen.com/e/20130724/51ef84f8a27a5.shtml,宽泛,33,219,372,0.4112903225806452,2.130234369230777,False,False,True,cf45bbc74f7c3ed66547fb73afbdf0dd3d7352b6070eefa327c5fa2b7e22d00f,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_002,1063370,渴望自由,议论文,议论文,高中,高一,2009-10-02,网络资源,https://www.zuowen.com/e/20091002/4b8bd36e4ef08.shtml,宽泛,37,261,292,0.10616438356164383,0.4316161140271509,False,False,False,1c4c4582c617cf1f5dd09f65af51b3e09d73c7975dc3c79ce18bfb7961c740ed,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_003,872920,论中国教育界,议论文,议论文,高中,高二,2009-08-25,网络资源,https://www.zuowen.com/e/20090825/4b8bce792bdce.shtml,宽泛,38,269,282,0.04609929078014184,0.1810003058823536,False,False,False,d78f7c1e434aa07cf3b4136fcc812513418c18e458a04ebd721f54dda13ebad2,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_004,1084175,对现行教育的感想,议论文,议论文,高中,高二,2009-10-10,网络资源,https://www.zuowen.com/e/20091010/4b8bd3a9c8807.shtml,宽泛,33,306,289,0.058823529411764705,0.23669270769230855,False,False,False,5a9090088044b5c47a4684f06fb05f0f09722f5d72d108bd749d8f3d878508e1,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_005,2535146,进击的巨人,议论文,议论文,高中,高一,2013-10-11,作文网原创,https://www.zuowen.com/e/20131011/5257633261cd0.shtml,宽泛,33,321,296,0.08445945945945946,0.3480775113122185,False,False,True,00a9188d369d3c203367ec17def53754632c186e6ca3b41ba8ad28f08be3229b,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_006,1021555,“名利”渐欲迷人眼,议论文,议论文,高中,高一,2009-09-21,网络资源,https://www.zuowen.com/e/20090921/4b8bd30612836.shtml,宽泛,41,336,315,0.06666666666666667,0.2923851095022635,False,False,False,f3b8a8eab4dff0a0f573e2a853a92d12fc499ea661d244f0dafe88c486fc6dea,自动筛选通过，待全文人工复核
NY2,Y2,父母是孩子的第一任老师,NY2_007,1039842,中国教育何去何从,议论文,议论文,高中,高三,2009-09-24,网络资源,https://www.zuowen.com/e/20090924/4b8bd335046d8.shtml,宽泛,45,336,300,0.12,0.5012316162895946,False,False,False,efaea736db1b14662ff105c8f8355465972fdea6c56d9ff4f6aae590ac5c3bc6,自动筛选通过，待全文人工复核
